mcq_id,question,difficulty,correct_option,option_b,option_c,option_d,topic,topic_name,option_a,id
1317,"Evaluate $\displaystyle \iiint\limits_E z\,dV$ where E is the solid enclosed by $\displaystyle z=x^2+y^2\,$ and $\displaystyle z=4$",1,$\dfrac{64\pi}{3}$,$\dfrac{32\pi}{3}$,$\dfrac{128\pi}{3}$,$\dfrac{302\pi}{3}$,5,Integration,$\dfrac{64\pi}{3}$,1134
1318,"Evaluate $\displaystyle\iiint\limits_E (x+z+y)\,dV$ where E is the solid from the first octant that lies under $\displaystyle z=4-x^2-y^2$",4,$\displaystyle \dfrac{8\pi}{3}+\dfrac{128}{15}$,$\displaystyle \dfrac{8\pi}{3}$,$\displaystyle\dfrac{128}{15}$,$\displaystyle \dfrac{\pi}{3}$,5,Integration,$\displaystyle \dfrac{8\pi}{3}+\dfrac{128}{15}$,1135
1319,"Evaluate $\displaystyle\iiint\limits_E x\,dV$ where E is bounded by $\displaystyle z=0\,$, $\displaystyle z=x+y+5\,$, $\displaystyle x^2+y^2=4\,$ and $\displaystyle x^2+y^2=9\,$",5,$\dfrac{65\pi}{4}$,$\pi$,$4$,$\dfrac{4\pi}{65}$,5,Integration,$\dfrac{65\pi}{4}$,1136
1320,"Evaluate $\displaystyle\iiint\limits_E x^2\,dV$ where E is the solid within $\displaystyle x^2+y^2=1\,$, above $\displaystyle z=0\,$ and bellow $\displaystyle z^2=4x^2+4y^2\,$",5,$\dfrac{2\pi}{5}$,$\dfrac{\pi}{5}$,$\dfrac{6\pi}{5}$,$\dfrac{12\pi}{5}$,5,Integration,$\dfrac{2\pi}{5}$,1137
1321,"Use a triple integral to determine the volume of the solid that lies within both $\displaystyle x^2+y^2=1\,$ and $\displaystyle x^2+y^2+z^2=4$",4,$\dfrac{4\pi(8-\sqrt{27})}{3}$,$\dfrac{\pi(8-\sqrt{27})}{3}$,$\dfrac{4\pi(8-\sqrt{9})}{3}$,$\dfrac{4\pi(4-\sqrt{27})}{3}$,5,Integration,$\dfrac{4\pi(8-\sqrt{27})}{3}$,1138
1322,"Use a triple integral to determine the volume of the solid bounded by $\displaystyle z=\sqrt{x^2+y^2}\,$ and $\displaystyle x^2+y^2+z^2=2$",5,$\dfrac{4\pi(\sqrt{2}-1)}{3}$,$\dfrac{\pi(\sqrt{2}-1)}{3}$,$\dfrac{4\pi(\sqrt{2}-1)}{5}$,$\dfrac{4\pi(\sqrt{2}-2)}{5}$,5,Integration,$\dfrac{4\pi(\sqrt{2}-1)}{3}$,1139
1323,"Use a triple integral to determine the volume of the solid bounded by $\displaystyle z=x^2+y^2\,$ and $\displaystyle x^2+y^2+z^2=2$",1,$\dfrac{\pi(8\sqrt{2}-7)}{6}$,$\dfrac{\pi(5\sqrt{2}-5)}{6}$,$\dfrac{\pi(\sqrt{2}-7)}{6}$,$\dfrac{\pi(8\sqrt{2}-9)}{6}$,5,Integration,$\dfrac{\pi(8\sqrt{2}-7)}{6}$,1140
1324,"Use a triple integral to determine the volume of the solid bounded by $\displaystyle z=x^2+y^2\,$ and $\displaystyle z=36-3x^3-3y^2$",5,$162\pi$,$324\pi$,$81\pi$,$648\pi$,5,Integration,$162\pi$,1141
1325,"Evaluate $\displaystyle \int_{-2}^2\int_{-\sqrt{4-y^2}}^{\sqrt{4-y^2}}\int_{\sqrt{x^2+y^2}}^2 xz\,dzdxdy$",4,$0$,$1$,$\pi$,$4\pi$,5,Integration,$0$,1142
1326,"Evaluate $\displaystyle \int_{-3}^3\int_0^{\sqrt{9-y^2}}\int_0^{9-x^2-y^2} \sqrt{x^2+y^2}\,dzdydx$",1,$\dfrac{162\pi}{5}$,$\dfrac{81\pi}{5}$,$\dfrac{\pi}{5}$,$\dfrac{324\pi}{5}$,5,Integration,$\dfrac{162\pi}{5}$,1143
1327,"Evaluate $\displaystyle\iiint\limits_E (9-x^2-y^2)\,dV$ where E is the solid hemisphere $\displaystyle x^2+y^2+z^2\leq\,9\,$ with $\displaystyle z\geq\,0$",1,$\dfrac{486\pi}{5}$,$\dfrac{101\pi}{5}$,$\dfrac{486\pi}{7}$,$\dfrac{101\pi}{7}$,5,Integration,$\dfrac{486\pi}{5}$,1144
1328,"Evaluate $\displaystyle \iiint\limits_E (x^2+y^2)\,dV$ where E is the solid bounded by $\displaystyle x^2+y^2+z^2=4\,$ and $\displaystyle x^2+y^2+z^2=9\,$",4,$\dfrac{1688\pi}{15}$,$\dfrac{1688\pi}{5}$,$1688\pi$,$\dfrac{1688\pi}{115}$,5,Integration,$\dfrac{1688\pi}{15}$,1145
1329,"Evaluate $\displaystyle\iiint\limits_E y^2\,dV$ where $\displaystyle E=\{(x,y,z)\in\mathbb{R}^3:\, x^2+y^2+z^2\leq\,9\,\wedge\,y\geq\,0\} $",1,$\dfrac{162\pi}{5}$,$\dfrac{162\pi}{7}$,$16\pi$,$\dfrac{\pi}{7}$,5,Integration,$\dfrac{162\pi}{5}$,1146
1330,"Evaluate $\displaystyle\iiint\limits_E (x\operatorname{e}^{x^2+y^2+z^2})\,dV$ where E is the solid constrained by $\displaystyle x^2+y^2+z^2=1,$ that lies in the first octant.",4,$\dfrac{\pi}{8}$,$\dfrac{7\pi}{8}$,$\dfrac{15\pi}{8}$,$\dfrac{3\pi}{8}$,5,Integration,$\dfrac{\pi}{8}$,1147
1331,"Evaluate $\displaystyle\iiint\limits_E xyz\,dV$ where E is the solid lies between the spheres $\displaystyle \rho=2\,$ and $\displaystyle \rho=4\,$ and above the cone $\displaystyle \phi=\dfrac{\pi}{3}\,$",5,$0$,$\pi$,$-1$,$1$,5,Integration,$0$,1148
1332,"Use a triple integral to determine the volume defined by $\displaystyle \rho\leq\,a$ and $\displaystyle \frac{\pi}{3}\leq\,\phi\leq\,\frac{\pi}{6}$",4,$\dfrac{a^3\pi(\sqrt3-1)}{3}$,$\dfrac{a\pi(\sqrt3-1)}{3}$,$\dfrac{a^2\pi(\sqrt3-1)}{3}$,$\dfrac{a^2(\sqrt3-1)}{3}$,5,Integration,$\dfrac{a^3\pi(\sqrt3-1)}{3}$,1149
1333,"Use a triple integral to determine the volume of the solid that lies above $\displaystyle \phi=\frac{\pi}{3}\,$ and below $\displaystyle \rho=4\cos\phi$",5,$10\pi$,$\pi$,$50\pi$,$5\pi$,5,Integration,$10\pi$,1150
1334,"Use a triple integral to determine the volume of the solid that lies within $\displaystyle x^2+y^2+z^2= 4\,$, above the xy-plane and below $\displaystyle z=\sqrt{x^2+y^2}$.",4,$\dfrac{8\pi\sqrt2}{3}$,$\dfrac{8\pi\sqrt3}{5}$,$\dfrac{4\pi\sqrt2}{3}$,$\dfrac{4\pi\sqrt2}{5}$,5,Integration,$\dfrac{8\pi\sqrt2}{3}$,1151
1335,"Use a triple integral to determine the volume of the solid bounded by $\displaystyle z=\sqrt{x^2+y^2}\,$ and $\displaystyle x^2+y^2+z^2=1$",4,$\dfrac{\pi(2-\sqrt2)}{3}$,$\dfrac{5\pi(2-\sqrt2)}{3}$,$\dfrac{\pi(2-\sqrt2)}{5}$,$\dfrac{3\pi(2-\sqrt2)}{5}$,5,Integration,$\dfrac{\pi(2-\sqrt2)}{3}$,1152
1336,"Evaluate $\displaystyle \int_0^1\int_0^{\sqrt{1-x^2}}\int_{\sqrt{x^2+y^2}}^{\sqrt{2-x^2-y^2}} xy\,dzdydx$",2,$\dfrac{4\sqrt2-5}{15}$,$\dfrac{2\sqrt2-5}{15}$,$\dfrac{4\sqrt2-5}{5}$,$\dfrac{2\sqrt2-5}{5}$,5,Integration,$\dfrac{4\sqrt2-5}{15}$,1153
1337,"Evaluate $\displaystyle \int_{-a}^a\int_{-\sqrt{a^2-y^2}}^{\sqrt{a^2-y^2}}\int_{-\sqrt{a^2-y^2-x^2}}^{\sqrt{a^2-y^2-x^2}}\,\,(x^2z+y^2z+z^3)\,dzdxdy$",4,$0$,$\pi$,$1$,$2\pi$,5,Integration,$0$,1154
1338,"Evaluate $\displaystyle \int_{-2}^2\int_{-\sqrt{4-x^2}}^{\sqrt{4-x^2}}\int_{2-\sqrt{4-y^2-x^2}}^{2+\sqrt{4-y^2-x^2}}\,\,(x^2+y^2+z^2)^{\frac{3}{2}}\,dzdydx$",5,$\dfrac{4096\pi}{21}$,$\dfrac{2048\pi}{21}$,$\dfrac{4096\pi}{43}$,$\dfrac{2048\pi}{43}$,5,Integration,$\dfrac{4096\pi}{21}$,1155
1367,"Use a triple integral to determine the volume of the solid bounded by $z\displaystyle =0\,$ and $\displaystyle z=9-(x^2+y^2)$.",3,$\dfrac{81\pi}{2}$,$\dfrac{51\pi}{2}$,$\dfrac{91\pi}{2}$,$\dfrac{31\pi}{2}$,5,Integration,$\dfrac{81\pi}{2}$,1176
1368,"Evaluate $\displaystyle \iiint\limits_E (x+y-4z)\,dV$ where $\displaystyle E=\{(x,y,z)\in\mathbb{R}^3:\, -2\leq\,y\leq\,0\,\wedge\,0\leq\,x\leq\,y\,\wedge\,0\leq\,z\leq\,x+y^2\} $",3,$\dfrac{262}{15}$,$\dfrac{101}{15}$,$\dfrac{262}{5}$,$\dfrac{101}{5}$,5,Integration,$\dfrac{262}{15}$,1177
1369,Determine the volume inside of the cone $\phi=\dfrac{\pi}{3}$ and inside the sphere $\rho=6$.,1,$72\pi$,$50\pi$,$25\pi$,$12\pi$,5,Integration,$72\pi$,1178
1370,"Evaluate $\displaystyle \iiint\limits_E (2y+z)\,dV$ where E is bounded by $\displaystyle z=x^2+y^2\,$, $\displaystyle z=1\,$ and $\displaystyle z=4$.",1,$15\pi\sqrt2$,$15\pi$,$\sqrt2$,$15\sqrt3$,5,Integration,$15\pi\sqrt2$,1179
1371,"Evaluate $\displaystyle \iiint\limits_E \operatorname{e}^z\,dV$ where E is enclosed by $\displaystyle z=3+x^2+y^2\,$, $\displaystyle x^2+y^2=2\,$ and the xy-plane.",3,$\displaystyle \pi(\operatorname{e}^5-\operatorname{e}^3-2)$,$\displaystyle (\operatorname{e}^5-\operatorname{e}^3-2)$,$\displaystyle \pi(\operatorname{e}^5-\operatorname{e}^4-3)$,$\displaystyle(\operatorname{e}^4-\operatorname{e}^3-2)$,5,Integration,$\displaystyle \pi(\operatorname{e}^5-\operatorname{e}^3-2)$,1180
1372,"Determine the volume outside $\displaystyle x^2+y^2+z^2=1\,$ and inside $\displaystyle x^2+y^2+z^2=4$.",1,$\dfrac{28\pi}{3}$,$\dfrac{14\pi}{3}$,$\dfrac{10\pi}{3}$,$\dfrac{32\pi}{3}$,5,Integration,$\dfrac{28\pi}{3}$,1181
1373,"Evaluate $\displaystyle \iiint\limits_E 1\,dV$ where E is bouned by $\displaystyle z=0\,$, $\displaystyle x^2+y^2=1\,$, $\displaystyle x^2+y^2=4\,$ and $\displaystyle z=4-(x^2+y^2)$.",1,$\dfrac{9\pi}{2}$,$\dfrac{\pi}{2}$,$\dfrac{21\pi}{2}$,$\dfrac{17\pi}{2}$,5,Integration,$\dfrac{9\pi}{2}$,1182
1420,"Evaluate the surface integral $\displaystyle \iint\limits_S x^2\,dS\,$, where S defined by $\displaystyle x^2+y^2+z^2=1$.",2,$\dfrac{4\pi}{3}$,$\dfrac{\pi}{3}$,$\dfrac{4\pi}{5}$,$\dfrac{\pi}{5}$,5,Integration,$\dfrac{4\pi}{3}$,1225
1421,"Evaluate the surface integral $\displaystyle \iint\limits_S y\,dS\,$, where S is the surface $\displaystyle z=x+y^2$ with $\,0\leq\,x\leq\,1\,$ and $\,0\leq\,y\leq\,2$.",1,$\dfrac{13\sqrt2}{3}$,$\dfrac{23\sqrt2}{3}$,$\dfrac{13\sqrt2}{6}$,$\dfrac{23\sqrt2}{6}$,5,Integration,$\dfrac{13\sqrt2}{3}$,1226
1422,"Evaluate the surface integral $\displaystyle \iint\limits_S z\,dS\,$, where S is the surface whose sides $S_1$ are given by $\displaystyle x^2+y^2=1$, whose bottom $S_2$ is given by $\displaystyle x^2+y^2\leq1$, and whose top $S_3$ is the part of $z=1+x\,$ that lies on top of $S_2$.",2,$\pi\Big(\dfrac{3}{2}+\sqrt2\Big)$,$\dfrac{3}{2}+\sqrt3$,$\pi$,$\pi\Big(\dfrac{3}{2}+\sqrt3\Big)$,5,Integration,$\pi\Big(\dfrac{3}{2}+\sqrt2\Big)$,1227
1423,"Evaluate the surface integral $\displaystyle \iint\limits_S (x+y+z)\,dS\,$, where S is the parallelogram with parametric equations $x=u+v\,$, $y=u-v\,$, $z=1+2u+v\,$, $0\leq\,u\leq\,2\,$, $0\leq\,v\leq\,1$.",1,$11\sqrt{14}$,$\sqrt{14}$,$15\sqrt{14}$,$7\sqrt{14}$,5,Integration,$11\sqrt{14}$,1228
1424,"Evaluate the surface integral $\displaystyle \iint\limits_S xyz\,dS\,$, where S is the cone with parametric equations $x=u\cos({v})\,$, $y=u\sin({v})\,$, with $0\leq\,u\leq\,1\,$, $0\leq\,v\leq\,\dfrac{\pi}{2}$.",2,$\dfrac{\sqrt2}{10}$,$\dfrac{\sqrt2}{5}$,$\dfrac{\sqrt5}{10}$,$\dfrac{\sqrt5}{5}$,5,Integration,$\dfrac{\sqrt2}{10}$,1229
1425,"Evaluate the surface integral $\displaystyle \iint\limits_S y\,dS\,$, where S is the helicoid surface with vector equation $\textbf{r}(u,v)=(u\cos({v}),u\sin({v}),v)\,$, with $0\leq\,u\leq\,1\,$, $0\leq\,v\leq\,\pi\,$.",2,$\dfrac{2(2\sqrt2-1)}{3}$,$\dfrac{(2\sqrt2-3)}{3}$,$\dfrac{2(2\sqrt2-3)}{5}$,$\dfrac{2(\sqrt2-1)}{3}$,5,Integration,$\dfrac{2(2\sqrt2-1)}{3}$,1230
1426,"Evaluate the surface integral $\displaystyle \iint\limits_S (x^2+y^2)\,dS\,$, where S is the surface with vector equation $\textbf{r}(u,v)=(2uv,u^2-v^2,u^2+v^2)\,$, with $u^2+v^2\leq\,1$.",4,$\sqrt{2}\pi$,$\sqrt{5}\pi$,$\pi$,$\dfrac{\sqrt{\pi}}{2}$,5,Integration,$\sqrt{2}\pi$,1231
1427,"Evaluate the surface integral $\displaystyle \iint\limits_S x^2yz\,dS\,$, where S is the part of $z=1+2x+3y\,$ that lies above $[0,3]\times[0,2]$.",1,$171\sqrt{14}$,$100\sqrt{11}$,$123\sqrt{11}$,$100\sqrt{11}$,5,Integration,$171\sqrt{14}$,1232
1428,"Evaluate the surface integral $\displaystyle \iint\limits_S xz\,dS\,$, where S is part of $2x+2y+z=4\,$ that lies in the first octant.",1,$4$,$1$,$0$,$2$,5,Integration,$4$,1233
1429,"Evaluate the surface integral $\displaystyle \iint\limits_S x\,dS\,$, where S is the region with vertices $(1,0,0)\,$, $(0,-2,0)\,$, and $(0,0,4)$.",2,$\dfrac{\sqrt{21}}{3}$,$\dfrac{\sqrt{21}}{2}$,$\sqrt{21}$,$2\sqrt{21}$,5,Integration,$\dfrac{\sqrt{21}}{3}$,1234
1430,"Evaluate the surface integral $\displaystyle \iint\limits_S y\,dS\,$, where S is the surface given by $z=\dfrac{2}{3}\Big(x^{\frac{3}{2}}+y^{\frac{3}{2}}\Big)\,$, with $0\leq\,x\leq\,1\,$, $0\leq\,y\leq\,1$.",2,$\dfrac{4(9\sqrt3+4\sqrt2-2)}{105}$,$\dfrac{4(9\sqrt3-2)}{105}$,$\dfrac{4(25\sqrt5+9\sqrt3+4\sqrt2-2)}{105}$,$\dfrac{4(25\sqrt5+9\sqrt3-2)}{105}$,5,Integration,$\dfrac{4(9\sqrt3+4\sqrt2-2)}{105}$,1235
1431,"Evaluate the surface integral $\displaystyle \iint\limits_S x^2z^2\,dS\,$, where S is part of  the surface given by $z^2=x^2+y^2\,$ that is bounded between $z=1\,$ and $z=3$.",2,$\dfrac{364\pi\sqrt2}{3}$,$\dfrac{183\pi\sqrt2}{5}$,$\dfrac{183\pi\sqrt3}{5}$,$\dfrac{364\pi\sqrt3}{3}$,5,Integration,$\dfrac{364\pi\sqrt2}{3}$,1236
1432,"Evaluate the surface integral $\displaystyle \iint\limits_S z\,dS\,$, where S is the surface $x=y+2z^2\,$ with $0\leq\,y\leq\,1\,$, $0\leq\,z\leq\,1$.",1,$\dfrac{13\sqrt2}{12}$,$\dfrac{14\sqrt2}{13}$,$\dfrac{15\sqrt3}{14}$,$\dfrac{16\sqrt3}{15}$,5,Integration,$\dfrac{13\sqrt2}{12}$,1237
1433,"Evaluate the surface integral $\displaystyle \iint\limits_S y\,dS\,$, where S is part of $y=x^2+z^2\,$ that lies inside $x^2+z^2=4$.",3,$\dfrac{\pi(391\sqrt{17}+1)}{60}$,$\dfrac{391\sqrt{17}+1}{60}$,$\dfrac{391\sqrt{17}+\pi}{60}$,$\dfrac{391\pi\sqrt{17}+1}{60}$,5,Integration,$\dfrac{\pi(391\sqrt{17}+1)}{60}$,1238
1434,"Evaluate the surface integral $\displaystyle\iint\limits_Sy^2\,dS\,$, where S is the part of $x^2+y^2+z^2=4\,$ that lies inside $ x^2+y^2=1\,$ and above the xy-plane.",1,$\pi\Big(\dfrac{32}{3}-6\sqrt3\Big)$,$\dfrac{32\pi}{3}-6\sqrt3$,$\dfrac{32}{3}-6\pi\sqrt3$,$\dfrac{32}{3}-6\sqrt3$,5,Integration,$\pi\Big(\dfrac{32}{3}-6\sqrt3\Big)$,1239
1435,"Evaluate the surface integral $\displaystyle \iint\limits_S (x^2z+y^2z)\,dS\,$, where S is defined as $x^2+y^2+z^2=4\,$, with $z\geq\,0$.",1,$16\pi$,$18\pi$,$14\pi$,$12\pi$,5,Integration,$16\pi$,1240
1436,"Evaluate the surface integral $\displaystyle\iint\limits_S xz\,dS\,$, where S is the boundary of the region enclosed by $y^2+z^2=9\,$, $x=0\,$ and $x+y=5$.",3,$0$,$\pi$,$1$,$\dfrac{\pi}{2}$,5,Integration,$0$,1241
1437,"Evaluate the surface integral $\displaystyle \iint\limits_S (z+x^2y)\,dS\,$, where S is the part of $y^2+z^2=1\,$ that lies between $x=0\,$ and $x=3\,$ in the first octant. ",1,$12$,$6\pi$,$12\pi$,$6$,5,Integration,$12$,1242
1438,"Evaluate the surface integral $\displaystyle\iint\limits_S (x^2+y^2+z^2)\,dS\,$, where S is part of $x^2+y^2=9,$ between $z=0\,$ and $z=2\,$, together with both its top and bottom disks.",2,$241\pi$,$482\pi$,$723\pi$,$964\pi$,5,Integration,$241\pi$,1243
1439,"Find the flux of the vector field $\textbf{F}(x,y,z)=z\,\textbf{i}+y\,\textbf{j}+x\,\textbf{k}\,$ across the unit sphere $x^2+y^2+z^2=1$.",1,$\dfrac{4\pi}{3}$,$\pi$,$\dfrac{2\pi}{3}$,$\dfrac{\pi}{3}$,5,Integration,$\dfrac{4\pi}{3}$,1244
1440,"Evaluate the surface integral $\displaystyle\iint\limits_S \textbf{F}\cdot\,d\textbf{S}\,$, where $\textbf{F}(x,y,z)=y\,\textbf{i}+x\,\textbf{j}+z\,\textbf{k}\,$ and S is the boundary of the solid region E enclosed by $z=1-x^2-y^2\,$ and $z=0$.",3,$\dfrac{\pi}{2}$,$\pi$,$1$,$0$,5,Integration,$\dfrac{\pi}{2}$,1245
1441,"Find the flux of $\textbf{F}$ across S, where $\textbf{F}(x,y,z)=z\operatorname{e}^{xy}\,\textbf{i}-3z\operatorname{e}^{xy}\,\textbf{j}+xy\textbf{k}\,$, and S is the parallelogram (with upward orientation) with parametric equations $x=u+v\,$, $y=u-v\,$, $z=1+2u+v\,$, $0\leq\,u\leq\,2\,$, $0\leq\,v\leq\,1$.",1,$4$,$\dfrac{5}{3}$,$2$,$\dfrac{7}{3}$,5,Integration,$4$,1246
1472,"Let $W$ and $V$ be the set of roots in $\mathbb{C}$ of the equations $x^2-2x-1=0$ and $x^4+13x^2+36=0$, respectively.
Consider $U = V \cup W$.
The sum of the squares of the elements in $U$ is:",2,$-20$,$4i$,$10$,$-7i$,10,Complex Numbers,$-20$,1247
1473,"If $w = 1+\frac{2i}{\sqrt{2}}$, determine $w^8$.",3,$17+56\sqrt{2}i$,$-7-\frac{8i}{\sqrt{2}}$,$-1+\frac{4i}{\sqrt{2}}$,$9-\sqrt{2}i$,10,Complex Numbers,$17+56\sqrt{2}i$,1248
1474,Let $z=\frac{3+2i}{\sqrt{2}}$. What are $|z|$ and $arg(z)$?,4,$|z|=\sqrt{\frac{13}{2}}$ and $arg(z)=\tan^{-1}\left(\frac{2}{3}\right)$,$|z|=\frac{13}{2}$ and $arg(z)=\tan^{-1}\left(\frac{3}{\sqrt{2}}\right)$,$|z|=\sqrt{\frac{5}{\sqrt{2}}}$ and $arg(z)=\tan^{-1}\left(\frac{2}{\sqrt{2}}\right)$,$|z|=\frac{\sqrt{13}}{2}$ and $arg(z)=\tan^{-1}\left(\frac{3}{2}\right)$,10,Complex Numbers,$|z|=\sqrt{\frac{13}{2}}$ and $arg(z)=\tan^{-1}\left(\frac{2}{3}\right)$,1249
1475,Which of the following is equal to $\big(\cos(\theta)+i\cdot\sin(\theta)\big)^n$?,4,$\cos(n\theta)+i\cdot\sin(n\theta)$,$\left(\cos(\theta)\right)^n+i^n\left(\sin(\theta)\right)^n$,$\left(\cos(\theta)\right)^n+n\cos(\theta)\sin(\theta)i+\left(\sin(\theta)\right)^n$,$i\left(\left(\cos(\theta)\right)^n+\left(\sin(\theta)\right)^n\right)$,10,Complex Numbers,$\cos(n\theta)+i\cdot\sin(n\theta)$,1250
1476,"Let $z_1 =  \frac{1+\sqrt{3}i}{2}+i^{22} \in \mathbb{C}$ and $z_2 = \frac{-2}{iz_1} \in \mathbb{C}$.

Find the least natural number $n \in \mathbb{N}$ such that $(z_2)^n$ is a negative real number.",6,$6$,$3$,$4$,$5$,10,Complex Numbers,$6$,1251
1477,"Let $z_1 = 1+i \in \mathbb{C}$ and $z_2 = e^{i\alpha} \in \mathbb{C}$.

Find $\alpha \in \left( -2\pi, \, -\pi \right)$ knowing that $z_2+\overline{z_1}$ is a real number.",6,$-\frac{3\pi}{2}$,$-\frac{\pi}{2}$,$-\frac{4\pi}{3}$,$-\frac{2\pi}{3}$,10,Complex Numbers,$-\frac{3\pi}{2}$,1252
1478,"Let $z_1 = e^{i\alpha} \in \mathbb{C}$ and $z_2 = e^{i\left(\alpha+\frac{\pi}{2}\right)} \in \mathbb{C}$, where $\alpha \in \left( \frac{\pi}{4} ,\, \frac{\pi}{2} \right)$.

In which quadrant can we find $z_1+z_2$?",3,In the second quadrant.,In the first quadrant.,In the third quadrant.,In the fourth quadrant.,10,Complex Numbers,In the second quadrant.,1253
1479,"Knowing that $z \in \mathbb{C}$ satisfies $|z|=1$, determine $|1+z|^2+|1-z|^2$.",3,$4$,$2$,$6$,It is not possible to know with the given information.,10,Complex Numbers,$4$,1254
1480,"Find the value of $\theta \in \left[0 ,\, \frac{\pi}{2}\right]$ so that $\left(2e^{i\theta}\right)^2 \times \left(1+\sqrt{3}i\right)$ belongs to the bisector of the third quadrant.",6,$\theta = \frac{11\pi}{24}$,$\theta = \frac{7\pi}{45}$,$\theta = \frac{13\pi}{37}$,$\theta = \frac{9\pi}{27}$,10,Complex Numbers,$\theta = \frac{11\pi}{24}$,1255
1481,"Define, by a condition in $\mathbb{C}$, the region painted in the attached figure.",3,$2 \leq |z+3-2i| < 3$,$2 \leq |z+3-2i| \leq 3$,$2 < |z+3-2i| \leq 3$,$2 < |z+3-2i| < 3$,10,Complex Numbers,$2 \leq |z+3-2i| < 3$,1256
1482,"Define, by a condition in $\mathbb{C}$, the region painted in the attached figure.",6,$|z| \geq 3 \ \land \ 0 \leq \text{Im}(z) \leq 3 \ \land \ 0 \leq \text{Re}(z) \leq 5$,$|z| \geq 3 \ \land \ 0 \leq \text{Im}(z) \leq 3 \ \land \ 3 \leq \text{Re}(z) \leq 5$,$|z| < 3 \ \land \ 0 \leq \text{Im}(z) \leq 3 \ \land \ 3 < \text{Re}(z) \leq 5$,$|z| > 3 \ \land \ 0 < \text{Im}(z) < 3 \ \land \ 0 < \text{Re}(z) \leq 5$,10,Complex Numbers,$|z| \geq 3 \ \land \ 0 \leq \text{Im}(z) \leq 3 \ \land \ 0 \leq \text{Re}(z) \leq 5$,1257
1483,"Define, by a condition in $\mathbb{C}$, the region painted in the attached figure, where $r$ is the bisector of the segment that joins the points of coordinates $(-1,2)$ and $(4,1)$.",6,$|z+1-2i| \leq |z-4-i| \ \land \ \text{Re}(z) \geq 0 \ \land \ \text{Im}(z) \geq 0$,$|z+1-2i| \leq |z-4-i| \ \land \ \text{Re}(z) \geq 0$,$|z-1+2i| \leq |z+4+i| \ \land \ \text{Re}(z) \geq 0 \ \land \ \text{Im}(z) \geq 0$,$|z-1+2i| \leq |z+4+i| \ \land \ \text{Im}(z) \geq 0$,10,Complex Numbers,$|z+1-2i| \leq |z-4-i| \ \land \ \text{Re}(z) \geq 0 \ \land \ \text{Im}(z) \geq 0$,1258
1484,"Define, by a condition in $\mathbb{C}$, the region painted in the attached figure, where [ABCDEF] is a regular hexagon.",6,$\left(\frac{\pi}{3} \leq \text{Arg}(z) \leq \frac{2\pi}{3} \ \lor \ \frac{4\pi}{3} \leq \text{Arg}(z) \leq \frac{5\pi}{3}\right) \ \land \ |z| \leq 2$,$\left(\frac{\pi}{6} \leq \text{Arg}(z) \leq \frac{\pi}{3} \ \lor \ \frac{2\pi}{3} \leq \text{Arg}(z) \leq \frac{5\pi}{6}\right) \ \land \ |z| \leq 4$,$\left(\frac{\pi}{3} \leq \text{Arg}(z) \leq \frac{2\pi}{3} \ \lor \ \frac{4\pi}{3} \leq \text{Arg}(z) \leq \frac{5\pi}{3}\right) \ \land \ |z| \leq 4$,$\left(\frac{\pi}{6} \leq \text{Arg}(z) \leq \frac{\pi}{3} \ \lor \ \frac{2\pi}{3} \leq \text{Arg}(z) \leq \frac{5\pi}{6}\right) \ \land \ |z| \leq 2$,10,Complex Numbers,$\left(\frac{\pi}{3} \leq \text{Arg}(z) \leq \frac{2\pi}{3} \ \lor \ \frac{4\pi}{3} \leq \text{Arg}(z) \leq \frac{5\pi}{3}\right) \ \land \ |z| \leq 2$,1259
1485,"Define, by a condition in $\mathbb{C}$, the region painted in the attached figure.",6,$|z-1-i| \leq \sqrt{2} \ \land \ 0 \leq \text{Arg}(z-1-i) \leq \frac{5\pi}{4}$,$|z-1-i| \leq \sqrt{2} \ \land \ 0 \leq \text{Arg}(z) \leq \frac{5\pi}{4}$,$|z-1-i| \leq 2 \ \land \ 0 \leq \text{Arg}(z-1-i) \leq \frac{5\pi}{6}$,$|z-1-i| \leq 2 \ \land \ 0 \leq \text{Arg}(z) \leq \frac{5\pi}{6}$,10,Complex Numbers,$|z-1-i| \leq \sqrt{2} \ \land \ 0 \leq \text{Arg}(z-1-i) \leq \frac{5\pi}{4}$,1260
1486,"Define, by a condition in $\mathbb{C}$, the region painted in the attached figure.",6,$\frac{\pi}{4} < \text{Arg}(z-3-2i) \leq \frac{\pi}{2}$,$\frac{\pi}{4} \leq \text{Arg}(z-3-2i) < \frac{\pi}{2}$,$\frac{\pi}{4} < \text{Arg}(z) \leq \frac{\pi}{2}$,$\frac{\pi}{4} \leq \text{Arg}(z) < \frac{\pi}{2}$,10,Complex Numbers,$\frac{\pi}{4} < \text{Arg}(z-3-2i) \leq \frac{\pi}{2}$,1261
1487,"On the Argand's plane, the image of the complex numbers $z$ that satisfy the condition $iz+\overline{z}=0$ is:",2,The line of equation $y=x$.,An horizontal line.,A vertical line.,A circumference.,10,Complex Numbers,The line of equation $y=x$.,1262
